"L101_volume","L102_volume","L103_volume","L104_volume","L106_volume","L107_volume","L108_volume","L101_occupancy","L102_occupancy","L103_occupancy","L104_occupancy","L106_occupancy","L107_occupancy","L108_occupancy","DAY","MIN.15.TIME"
411,445,459,327,594,409,303,49.373,13.702,33.389,82.642,31.499,14.529,63.076,19,1196
414,493,442,317,584,380,292,64.14,33.152,26.775,92.167,34.846,14.018,60.203,19,1197
443,452,454,246,657,370,307,25.711,33.626,32.917,100,24.884,20.08,61.146,19,1198
434,461,403,232,551,358,275,63.352,24.096,52.722,100,47.288,38.389,63.706,19,1199
414,431,466,260,601,388,301,80.439,19.807,22.364,100,30.515,12.757,61.933,19,1200
438,482,445,236,607,373,478,76.856,18.665,77.8,100,37.286,18.584,81.936,19,1201
422,437,289,351,635,336,426,76.501,16.26,83.624,79.884,33.663,64.845,70.556,19,1202
369,430,444,327,494,516,348,83.548,18.546,95.988,85.396,54.886,34.806,62.366,19,1203
425,462,379,333,473,426,335,76.817,43.862,99.253,84.136,72.761,13.861,66.029,19,1204
401,433,358,199,453,371,353,73.391,26.971,77.09,100,71.778,15.553,62.446,19,1205
446,431,426,238,427,382,372,68.785,69.454,75.321,100,71.031,11.812,62.405,19,1206
400,467,377,239,436,365,335,83.197,20.003,79.378,100,66.108,13.819,48.743,19,1207
410,448,390,258,352,367,337,83.982,24.175,69.175,100,74.415,16.182,57.368,19,1208
402,442,394,198,410,360,326,74.021,19.922,60.596,100,62.406,33.584,51.382,19,1209
425,441,398,215,382,366,304,69.573,40.2,69.415,100,88.075,66.856,43.587,19,1210
440,419,366,204,323,333,324,64.376,73.311,82.839,100,91.579,65.439,29.491,19,1211
428,351,400,168,425,338,394,66.266,98.505,74.139,100,80.282,10.435,33.664,19,1212
437,383,328,218,289,345,356,74.455,99.529,85.201,100,93.232,13.779,34.885,19,1213
429,401,423,180,414,356,331,74.85,97.68,75.006,100,86.149,28.075,37.327,19,1214
426,389,348,194,340,307,288,69.297,98.861,84.691,100,88.156,71.856,11.064,19,1215
397,407,374,214,495,360,508,80.755,97.994,81.62,100,54.769,60.279,45.005,19,1216
458,404,358,246,529,384,333,69.573,99.844,84.413,100,45.121,24.686,30.554,19,1217
435,450,369,252,501,377,306,82.054,78.783,83.588,100,64.374,57.918,21.025,19,1218
439,456,396,321,582,407,368,73.037,20.317,81.266,85.633,31.341,14.293,15.985,19,1219
469,481,427,296,599,349,337,67.328,21.025,70.792,96.577,24.768,10.631,27.482,19,1220
467,511,496,277,593,412,340,68.154,22.207,32.05,100,25.395,13.111,23.151,19,1221
513,532,452,326,620,418,340,67.408,18.427,53.705,96.577,26.145,32.049,31.144,19,1222
486,525,467,290,604,382,357,67.015,22.208,34.255,100,32.721,44.807,22.324,19,1223
505,527,470,326,637,355,394,60.635,31.617,43.98,98.625,24.136,83.391,57.877,19,1224
479,426,457,259,646,332,465,63.587,87.996,66.855,100,25.434,87.72,51.657,19,1225
478,471,557,272,650,409,398,67.918,98.781,67.131,100,29.961,67.92,42.562,19,1226
470,472,672,322,642,360,505,70.398,98.389,63.547,100,26.183,45.828,33.349,19,1227
488,482,636,286.110000000001,565,358,552,65.675,98.35,49.059,100,31.733,87.328,38.861,19,1228
476,489,629,325,599,351,517,60.516,88.822,61.776,100,39.569,90.91,39.414,19,1229
509,485,434,271,641,349,459,61.03,40.083,80.164,100,26.695,93.312,55.91,19,1230
466,484,427,276,588,357,565,75.874,19.924,62.169,100,27.523,84.888,37.168,19,1231
448,503,431,349,614,387,605,73.036,17.797,79.219,85.32,32.995,75.28,51.58,19,1232
460,536,452,351,583,391,566,71.934,19.608,51.736,89.451,32.995,35.87,43.271,19,1233
477,533,441,318,594,403,372,71.226,24.097,64.926,97.049,28.23,13.544,22.993,19,1234
460,486,480,270,595,409,379,72.958,41.185,50.281,100,26.971,17.403,33.546,19,1235
481,466,484,300,607,400,421,70.871,94.531,52.839,100,34.529,13.704,31.262,19,1236
509,481,456,343,512,398,395,67.92,39.295,77.525,91.38,42.485,38.034,33.861,19,1237
478,554,425,354,600,398,455,73.666,18.074,68.074,93.428,22.089,18.112,33.309,19,1238
467,510,443,328,578,373,483,71.423,25.868,43.036,100,24.254,24.845,29.215,19,1239
415,471,458,304,638,372,570,76.384,39.805,61.5,100,30.239,38.664,35.16,19,1240
506,489,449,305,554,407,374,63.351,47.8,38.073,100,20.947,39.925,17.322,19,1241
484,497,425,363.110000000001,580,424,416,61.499,24.883,31.852,93.153,30.711,50.239,18.663,19,1242
513,455,461,293,563,411,510,38.901,20.318,29.332,97.285,23.192,13.623,30.08,19,1243
446,397,644,339,550,391,525,16.695,13.703,37.915,89.216,20.239,11.575,32.799,19,1244
416,382,423,340,517,340,373,13.349,12.756,45.594,60.674,21.616,8.269,28.743,19,1245
401,403,411,359,528,326,417,12.166,20.435,37.129,72.602,19.214,6.535,23.625,19,1246
437,356,417,362,554,343,480,17.009,10.551,35.436,52.01,20.435,7.638,23.192,19,1247
415,403,600,388,545,375,438,12.207,13.151,43.783,50.791,17.875,8.857,16.772,19,1248
343,386,378,379,518,338,258,10.197,12.442,23.151,40.632,18.819,7.009,8.504,20,1249
380,342,362,387,459,341,291,9.132,11.969,11.064,32.563,14.331,7.323,8.07,20,1250
334,335,319,382,452,319,274,7.322,9.568,8.819,30.277,12.716,6.339,7.717,20,1251
328,312,303,332,397,304,231,7.875,7.952,12.284,24.688,11.181,5.631,6.497,20,1252
290,284,278,279,366,219,190,6.065,9.132,6.93,22.6,9.252,3.896,5.078,20,1253
307,298,280,314,374,286,185,6.654,9.055,7.599,28.979,9.922,5.591,4.134,20,1254
244,253,222,258,299,243,160,5.159,7.206,9.961,20.75,7.441,4.725,3.583,20,1255
249,235,244,285,328,233,192,4.645,5.512,6.298,16.971,9.293,4.449,4.331,20,1256
217,208,232,234,314,176,145,4.055,4.173,5.237,12.913,8.661,3.346,3.031,20,1257
184,199,183,215,240,181,139,3.227,4.093,7.718,11.655,6.261,3.033,3.031,20,1258
167,165,159,203,245,147,105,3.503,3.937,17.638,13.426,8.819,2.795,2.402,20,1259
145,169,169,197,203,161,106,3.306,3.465,20.788,12.48,6.654,3.111,2.284,20,1260
136,144,169,187,215,131,112,3.78,3.15,4.41,11.616,5.826,2.362,2.323,20,1261
116,133,147,161,201,135,86,2.401,2.835,3.819,10.238,5.945,2.598,1.769,20,1262
107,137,129,165,163,120,76,2.124,2.952,3.23,11.142,4.724,2.126,1.573,20,1263
138,145,137,175,200,112,97,3.071,3.032,3.661,11.103,5.473,2.008,2.244,20,1264
117,131,120,144,181,112,93,3.109,2.834,3.031,9.489,5.631,2.008,2.126,20,1265
114,113,109,128,156,86,78,2.245,2.56,2.559,8.427,4.094,1.73,1.654,20,1266
116,121,133,147,192,102,77,2.125,2.716,2.913,10.751,5.434,2.007,1.654,20,1267
124,160,142,172,190,108,84,2.519,4.567,3.741,15.355,5.117,3.151,1.85,20,1268
144,185,146,190,207,121,92,2.796,5.395,5.593,17.482,6.536,3.581,2.166,20,1269
179,191,196,228,285,170,149,4.37,5.077,5.986,20.67,10.277,4.566,4.33,20,1270
218,260,232,293,329,209,161,5.078,7.599,6.339,40.436,11.024,5.984,4.252,20,1271
256,254,252,261,373,207,308,6.929,7.361,8.503,48.072,15.041,5.513,9.331,20,1272
318,306,315,317,435,270,262,10.711,15.355,18.506,57.168,23.033,8.347,11.103,20,1273
368,377,344,250,450,339,320,12.167,37.918,25.396,95.513,21.617,11.339,19.449,20,1274
430,331,393,208,472,326,338,14.608,68.113,51.383,100,39.609,10.512,19.451,20,1275
449,350,396,192,525,372,386,22.285,98.859,40.28,100,47.091,12.639,29.728,20,1276
419,266,401,153,503,300,327,64.61,90.079,69.02,90.157,42.643,9.371,14.882,20,1277
397,300,485,191,474,363,364,76.895,100,44.373,100,64.493,12.559,14.843,20,1278
444,341,460,319,610,348,423,66.305,99.174,57.878,99.213,37.994,14.016,26.459,20,1279
427,365,406,392,517,290,347,65.908,99.765,54.374,58.034,46.459,49.216,20.513,20,1280
391,372,441,435,572,402,350,76.147,100,51.263,46.382,29.568,61.461,20.041,20,1281
357,421,440,278,506,392,358,83.037,72.679,53.784,83.901,41.972,25.08,16.3,20,1282
413,420,452,324,611,334,384,68.549,63.351,32.443,93.823,40.633,41.655,21.104,20,1283
449,443,463,356,549,295,379,74.257,61.774,31.697,74.336,37.878,91.695,22.758,20,1284
441,477,451,383,603,221,389,71.54,16.26,28.506,66.422,27.169,98.073,21.732,20,1285
402,506,479,339,595,337,359,73.354,18.507,26.97,76.027,31.025,81.066,17.285,20,1286
349,375,464,197,661,310,377,85.555,87.561,31.735,100,28.032,74.571,79.454,20,1287
420,417,420,187,623,375,518,77.681,82.761,33.782,100,27.6,14.961,93.433,20,1288
452,420,436,252,450,398,479,58.273,60.2,40.672,100,52.405,12.089,80.438,20,1289
449,389,441,235,561,341,509,44.296,85.632,29.688,100,27.482,31.775,86.069,20,1290
397,430,383,236,529,403,563,76.541,96.814,53.941,100,46.104,30.553,81.658,20,1291
430,423,386,257,449,430,495,79.612,50.672,45.634,100,55.87,16.261,63.547,20,1292
448,478,279,393,521,378,497,69.257,15.945,58.942,77.287,45.161,54.493,91.344,20,1293
447,451,290,386.220000000001,562,340,447,67.603,14.057,68.704,94.257,30.513,76.224,81.421,20,1294
384,482,443,265,556,384,422,82.643,41.066,25.554,99.135,33.704,48.348,90.003,20,1295
426,403,392,327,548,259,470,69.377,60.121,47.682,95.869,31.34,75.359,95.516,20,1296
330,472,416,420,576,398,434,79.179,14.843,29.766,80.36,31.538,42.05,92.13,20,1297
410,477,372,458.110000000001,517,408,492,81.224,16.497,51.933,69.612,52.722,13.11,88.823,20,1298
392,504,377,385.220000000001,556,407,469,83.312,24.097,43.781,95.199,36.696,13.86,88.628,20,1299
428,460,477,278,445,410,494,81.423,16.378,31.144,100,54.534,12.994,93.311,20,1300
429,424,399,188,588,415,477,68.194,63.704,45.122,100,32.914,12.915,92.407,20,1301
438,469,313,252,557,394,468,75.045,47.366,46.618,100,34.451,11.931,95.948,20,1302
448,439,440,371,451,452,502,74.337,16.772,42.798,82.403,48.509,19.609,85.99,20,1303
372,462,462,411,625,371,486,80.124,19.096,35.869,68.27,35.003,13.743,89.138,20,1304
421,509,460,377,542,410,374,82.211,16.025,72.485,90.279,46.105,19.49,70.318,20,1305
456,502,551,311,588,378,350,72.997,59.059,82.919,100,32.208,62.88,62.919,20,1306
472,475,368,269,639,329,359,72.328,32.917,62.957,100,30.553,74.807,37.326,20,1307
460,426,268,250,553,306,372,73.547,89.844,68.156,100,37.445,88.037,40.159,20,1308
404,437,311,222,590,323,346,73.549,48.232,66.932,90.118,26.38,69.846,38.388,20,1309
475,483,469,228,632,322,395,71.305,19.412,43.822,100,28.546,88.627,26.34,20,1310
457,495,477,319,575,347,339,70.95,20.67,49.335,95.316,28.151,82.958,22.798,20,1311
453,479,365,309,648,380,396,70.714,15.355,68.037,93.86,24.883,66.344,33.389,20,1312
457,462,450,390,606,379,359,70.832,13.151,44.295,66.223,46.027,10.632,31.853,20,1313
466,511,398,301,655,467,385,66.738,18.111,66.382,97.128,28.939,13.979,27.365,20,1314
452,529,415,323,673,466,351,69.377,27.363,44.609,98.386,27.917,14.845,21.065,20,1315
451,497,471,368,596,423,357,66.107,22.008,37.837,89.531,32.248,18.586,35.201,20,1316
451,546,515,259,685,418,390,68.038,26.459,51.618,100,26.457,14.648,38.349,20,1317
387,492,471,264,626,434,381,77.92,53.627,55.636,100,26.655,20.671,49.571,20,1318
396,438,357,240,632,391,425,76.818,97.877,71.185,100,30.829,10.629,53.862,20,1319
327,387,384,229,488,341,487,74.454,86.696,41.696,90.157,26.931,20.119,33.152,20,1320
344,465,408,265,633,396,510,88.231,51.618,48.39,100,26.065,67.365,45.122,20,1321
318,466,327,299,610,399,367,93.35,17.402,69.415,91.655,34.254,43.744,31.301,20,1322
393,488,306,351,633,361,441,83.117,22.876,80.477,74.767,25.672,38.113,33.074,20,1323
396,467,294,258,634,398,602,95.32,70.555,70.596,100,27.639,44.255,49.924,20,1324
622,492,373,264,603,366,490,67.053,86.541,57.13,100,23.309,65.437,64.059,20,1325
457,502,475,254,576,351,462,67.171,96.029,35.593,100,34.018,88.195,83.904,20,1326
336,497,503,296,572,326,499,84.574,88.94,43.194,100,34.529,93.39,79.022,20,1327
491,469,482,269,566,381,369,63.863,64.373,44.57,100,35.553,82.212,63.981,20,1328
489,422,469,260,597,330,379,68.548,97.246,43.822,100,32.956,72.329,41.972,20,1329
470,470,460,256,614,369,414,68.273,97.482,32.089,100,32.759,44.885,36.774,20,1330
475,468,512,244,638,408,395,58.823,83.114,41.971,100,31.892,11.379,30.985,20,1331
480,489,431,302,607,404,391,74.769,97.169,43.114,100,30.672,11.772,29.885,20,1332
496,468,450,300,499,408,344,71.778,70.475,84.375,100,40.634,12.835,27.05,20,1333
504,513,558,327,548,393,382,69.965,22.876,44.531,100,26.302,11.733,28.703,20,1334
481,482,421,322,400,417,349,55.437,35.948,25.672,93.19,42.563,14.174,27.363,20,1335
462,459,434,394,413,371,332,42.521,18.702,30.673,72.605,40.908,9.605,21.93,20,1336
413,396,428,431.110000000001,529,328,319,20.75,11.261,32.563,45.397,24.766,7.639,16.852,20,1337
434,436,426,413,528,350,302,19.766,12.915,26.773,48.783,22.481,8.584,13.033,20,1338
435,405,401,394,494,360,276,12.796,12.087,31.696,47.207,21.184,8.74,10.789,20,1339
401,441,445,432,592,365,352,13.073,22.482,31.812,38.706,24.331,8.466,21.655,20,1340
424,438,526,393,590,349,387,15.592,14.135,68.707,45.752,39.256,8.269,36.656,20,1341
451,472,540,325,625,354,455,30.198,27.365,55.28,84.847,41.736,7.677,69.454,20,1342
456,492,525,377,625,325,455,39.924,27.482,68.864,70.36,42.483,7.046,60.241,20,1343
467,482,486,388,451,412,435,41.225,18.899,77.526,69.175,56.854,10.236,36.972,20,1344
457,526,453,420,565,375,402,30.435,23.781,30.514,65.438,22.087,9.213,20.356,21,1345
395,561,449,423,562,451,311,12.758,25.514,25.081,80.911,23.31,29.49,22.995,21,1346
429,503,400,313,531,406,297,13.977,15.041,29.766,87.131,25.75,12.559,12.877,21,1347
336,464,406,407,526,423,285,9.055,13.505,21.459,54.688,16.3,9.332,8.307,21,1348
371,149,399,238,517,215,287,11.221,3.543,21.538,15.708,24.214,4.45,9.291,21,1349
349,236,382,124,485,116,249,8.544,43.073,17.403,46.85,22.679,2.362,6.694,21,1350
277,266,280,270,379,212,179,6.261,7.243,7.323,35.671,12.324,15.631,4.251,21,1351
227,194,236,245,348,228,187,4.567,4.881,5.865,16.144,11.378,5.118,4.565,21,1352
225,215,243,248,290,168,169,4.685,4.449,5.511,14.608,40.751,2.993,3.897,21,1353
228,196,211,245,277,197,141,4.173,3.937,4.961,12.992,9.017,3.505,3.228,21,1354
186,194,219,240,320,191,117,3.346,3.779,4.646,13.623,7.834,3.385,38.703,21,1355
164,194,175,234,278,187,101,2.874,3.898,3.818,13.781,6.889,3.268,46.697,21,1356
164,179,148,192,205,160,97,3.033,3.543,3.346,11.103,5.828,2.953,10.473,21,1357
146,161,150,182,227,139,105,2.6,3.188,3.227,10.55,7.56,2.519,2.244,21,1358
138,127,154,170,232,120,108,2.243,2.52,3.228,9.173,10.867,1.928,4.96,21,1359
128,145,123,167,200,106,82,2.284,2.833,2.676,9.608,7.322,1.849,1.85,21,1360
92,114,93,133,151,109,77,1.575,2.325,2.047,7.126,19.726,2.125,1.574,21,1361
124,159,141,181,209,121,83,1.968,3.344,3.031,9.843,5.904,2.124,1.651,21,1362
136,149,156,164,221,121,89,2.361,3.149,3.465,10.159,11.062,2.204,2.047,21,1363
154,142,155,169,226,114,108,2.716,3.19,3.346,10.079,8.779,2.203,2.402,21,1364
153,205,167,230,273,145,120,2.716,5.079,3.385,16.574,7.245,3.268,2.717,21,1365
205,249,222,283,324,186,156,3.938,6.498,5.394,23.783,9.41,4.329,4.49,21,1366
249,286,255,300,344,211,180,5.237,7.56,6.38,23.861,11.89,4.882,5.354,21,1367
280,318,311,342,461,274,277,5.75,9.095,8.661,34.294,17.127,6.97,9.526,21,1368
349,350,363,364.110000000001,440,327,264,9.175,13.859,13.544,40.555,21.066,9.41,9.999,21,1369
376,412,392,348,513,356,343,10.394,18.546,20.001,64.532,25.395,9.765,16.732,21,1370
424,428,405,267,468,388,356,13.821,36.38,29.845,100,36.97,12.402,26.421,21,1371
466,391,491,313,384,336,360,30.947,27.954,42.878,88.192,56.264,11.497,19.883,21,1372
437,437,431,236,482,389,422,80.084,39.293,74.257,100,38.192,12.561,24.294,21,1373
437,361,673,226,539,344,424,82.958,91.813,76.383,100,63.313,10.629,21.42,21,1374
481,450,378,323,602,391,402,62.566,88.271,86.539,99.765,32.601,35.751,19.489,21,1375
420,461,641,401,600,367,405,82.209,23.705,42.602,73.942,23.901,83.233,18.859,21,1376
464,511,702,444.110000000001,547,356,432,65.517,24.175,53.508,55.239,44.374,29.648,20.278,21,1377
423,542,524,394,628,336,409,68.115,25.908,57.366,88.942,30.867,34.689,24.728,21,1378
364,444,473,374,635,248,395,88.705,18.861,47.484,68.627,30.278,96.419,27.089,21,1379
317,525,468,377,635,256,375,92.289,24.216,46.067,88.781,38.624,97.089,25.554,21,1380
337,496,532,400,610,193,397,87.92,21.261,43.468,62.367,47.09,98.861,31.774,21,1381
360,501,499,295,560,346,442,77.643,20.709,25.04,84.45,54.295,80.595,57.169,21,1382
336,468,405,287,514,351,429,88.547,16.968,67.367,99.135,64.454,64.294,46.383,21,1383
448,495,422,393,353,383,329,77.21,21.577,76.384,77.999,76.382,19.45,66.894,21,1384
420,510,407,434.110000000001,518,417,397,82.526,19.058,71.068,62.8,42.482,28.664,60.24,21,1385
413,464,502,403,343,408,386,81.935,19.135,31.813,67.485,84.139,13.821,59.926,21,1386
383,461,492,376,298,382,343,72.288,17.363,39.608,70.87,82.133,17.797,34.962,21,1387
424,528,449,446,579,415,329,67.485,21.339,45.043,73.472,29.767,38.467,27.718,21,1388
405,500,404,391,541,371,367,73.391,17.953,44.137,86.423,41.028,47.052,61.815,21,1389
429,518,453,357,582,335,423,73.353,21.932,33.111,84.963,32.442,71.54,51.5,21,1390
393,491,485,301,592,280,514,77.29,21.222,35.632,100,34.845,86.539,58.784,21,1391
397,474,458,354,591,460,491,80.439,21.303,33.546,89.373,28.349,41.777,25.396,21,1392
425,493,480,265,637,361,560,77.25,17.914,29.215,100,30.751,22.285,64.139,21,1393
399,492,493,293,630,389,480,71.657,28.072,50.516,100,35.673,16.851,35.24,21,1394
387,387,365,243,596,384,537,82.564,73.984,32.445,100,29.293,11.379,35.712,21,1395
378,450,481,208,614,369,525,81.304,37.365,22.521,100,30.672,11.812,39.295,21,1396
438,461,449,265,670,375,565,69.062,24.963,62.249,100,30.161,11.614,65.635,21,1397
418,504,461,281,603,387,517,72.998,33.664,53.471,100,37.13,11.734,67.049,21,1398
446,476,268,293,498,404,361,72.132,18.506,76.108,100,44.257,19.45,65.203,21,1399
450,480,454,433,547,393,358,68.274,15.198,51.383,68.47,38.585,15.711,95.713,21,1400
398,493,479,343,613,376,477,62.602,23.073,34.176,94.963,31.381,13.071,88.115,21,1401
430,412,512,242,561,360,466,72.174,66.813,42.799,100,49.178,10.158,47.76,21,1402
454,402,495,243,557,366,348,74.651,82.604,47.328,100,31.656,11.025,23.112,21,1403
454,467,406,231,587,394,344,68.903,39.649,77.131,100,39.216,22.954,19.489,21,1404
435,476,321,225,557,341,353,68.233,26.103,82.762,100,36.735,10.355,34.767,21,1405
428,477,358,241,451,337,292,81.227,16.931,78.509,100,71.068,13.19,17.837,21,1406
390,449,341,337,632,360,342,80.873,22.993,62.72,90.278,23.861,21.222,18.663,21,1407
400,446,409,333,616,348,356,83.469,14.292,61.383,95.515,27.993,8.78,25.828,21,1408
398,466,436,400,605,349,328,80.439,15.947,43.665,63.862,29.57,11.103,18.78,21,1409
481,464,433,428,604,375,396,68.353,15.514,76.701,64.65,26.419,12.68,26.301,21,1410
440,478,463,382,663,318,374,74.731,16.34,53.941,68.821,28.623,7.915,26.696,21,1411
449,469,461,393,575,339,336,74.69,18.544,27.403,67.919,30.318,10.828,20.042,21,1412
443,497,453,315,587,335,332,75.241,18.112,35.554,89.45,27.129,37.168,44.846,21,1413
405,423,412,259,549,330,416,62.367,53.979,57.722,89.685,30.395,9.214,37.326,21,1414
460,476,432,351,554,400,396,78.117,16.694,31.616,88.706,32.287,14.095,18.229,21,1415
515,477,475,355,615,376,357,61.934,15.002,20.119,90.162,24.449,18.151,18.703,21,1416
475,532,479,413,622,369,354,71.62,18.192,33.782,65.792,29.687,10.592,54.649,21,1417
495,503,469,407,583,374,505,63.902,15.435,40.87,67.247,31.183,10.985,60.555,21,1418
484,497,501,364,524,311,524,60.123,16.773,30.752,83.979,41.933,70.277,46.539,21,1419
471,482,441,340,614,291,380,66.66,17.758,38.427,85.159,23.507,90.831,39.491,21,1420
444,456,452,229,609,118,372,59.336,38.269,62.249,98.899,25.592,100,31.853,21,1421
474,331,455,141,612,181,355,63.389,99.922,28.387,100,29.528,97.521,48.784,21,1422
491,350,439,206,525,344,465,49.493,96.184,34.017,100,38.861,84.966,40.198,21,1423
432,480,300,261,474,416,456,17.482,85.714,69.532,100,49.215,52.68,27.484,21,1424
465,515,389,288,597,402,376,66.422,78.156,49.728,100,32.323,13.347,35.95,21,1425
479,495,268,258,526,360,368,77.407,36.853,59.69,100,37.011,9.802,31.144,21,1426
498,424,263,217,623,363,358,64.138,81.461,84.809,100,26.498,9.566,32.443,21,1427
493,478,285,205,594,381,405,66.62,84.296,67.801,100,34.333,10.512,46.971,21,1428
475,409,289,222,557,387,401,73.233,96.854,70.833,100,36.028,9.961,40.279,21,1429
477,425,384,208,632,390,408,69.928,97.483,61.618,100,26.301,10.985,43.744,21,1430
472,455,432,222,560,392,375,68.233,97.447,56.382,100,29.728,10.354,29.413,21,1431
484,370,416,132,596,347,405,58.037,97.482,55.712,100,24.253,8.702,30.987,21,1432
420,353,419,124,433,346,384,59.649,89.843,42.759,90.157,37.918,7.954,29.648,21,1433
445,338,400,142,570,351,384,69.06,100,54.612,100,35.631,12.442,32.442,21,1434
472,359,400,166,571,349,404,67.17,99.292,51.028,100,21.143,7.835,30.79,21,1435
462,376,353,132,568,292,346,40.12,89.019,45.516,90.118,21.575,6.969,17.954,21,1436
498,403,430,147,487,351,363,21.616,100,43.862,100,32.289,8.741,20.355,21,1437
425,387,395,169,569,328,449,14.883,99.646,40.358,100,26.419,7.205,39.964,21,1438
388,329,268,104,428,292,352,13.151,86.774,53.823,90.118,30.317,6.298,29.098,21,1439
463,412,412,194,579,346,400,16.853,53.271,63.981,100,31.381,15.986,30.396,21,1440
430,395,198,388,374,358,268,11.064,10.709,63.586,42.562,27.837,9.332,10.119,24,1441
382,365,325,366,484,316,288,9.489,9.449,63.628,28.822,14.019,6.852,8.427,24,1442
461,450,365,425,489,369,265,12.364,16.696,55.475,38.742,13.309,8.229,7.402,24,1443
404,337,311,349,457,312,233,9.764,8.503,63.704,27.09,11.653,6.221,6.614,24,1444
323,331,237,340,418,282,227,6.85,8.19,28.899,24.923,10.986,5.236,5.471,24,1445
321,281,238,308,382,260,189,6.97,7.718,22.009,22.089,8.779,5.156,4.489,24,1446
293,285,284,307,400,263,206,6.299,7.166,7.246,22.875,11.852,5.236,5,24,1447
269,260,228,297,331,247,157,5.71,6.339,5.473,20.553,8.505,4.685,3.78,24,1448
204,218,188,264,277,233,149,3.386,4.646,4.291,15.079,7.402,4.133,3.23,24,1449
196,174,201,225,271,178,147,3.346,3.387,4.449,11.773,7.007,3.071,3.387,24,1450
173,196,171,231,252,151,113,3.188,3.82,3.741,12.403,6.536,2.481,2.363,24,1451
169,159,187,193,256,150,129,2.717,3.148,4.131,10.552,5.984,2.519,2.56,24,1452
138,129,135,162,189,111,106,2.323,2.401,2.99,8.662,4.684,1.848,2.321,24,1453
138,168,138,201,187,144,105,2.519,3.15,3.031,11.26,4.605,2.402,2.205,24,1454
114,133,117,147,147,107,87,1.732,2.519,2.324,7.638,3.19,1.771,1.652,24,1455
130,144,131,171,193,115,95,2.165,2.874,3.229,9.724,5.471,2.008,2.086,24,1456
142,160,125,173,165,109,74,2.401,3.268,2.676,9.646,3.818,1.731,1.378,24,1457
114,142,116,153,178,104,87,1.929,3.112,2.519,8.664,6.733,1.652,1.809,24,1458
133,131,139,160,200,108,107,2.164,3.15,2.954,10.631,6.457,2.245,2.206,24,1459
137,151,117,177,179,121,90,2.361,4.015,2.481,11.772,5.434,2.362,1.811,24,1460
135,192,155,205,242,152,114,2.086,4.607,3.345,14.096,6.104,3.268,2.638,24,1461
203,239,207,281,279,186,154,3.938,6.142,5.356,30.199,8.937,4.212,4.607,24,1462
281,260,286,306,384,223,203,5.788,7.873,7.403,29.254,12.837,5.431,7.401,24,1463
293,320,297,304,441,264,256,6.89,9.095,7.955,56.302,16.419,7.323,7.52,24,1464
343,350,495,310,426,278,280,9.922,20.357,23.269,52.6,21.379,7.087,11.182,24,1465
386,388,567,280,465,363,356,10.749,27.208,25.907,89.214,27.325,10.275,21.458,24,1466
446,302,586,206,539,339,335,15.514,85.906,33.035,90.079,23.191,9.686,14.882,24,1467
445,391,651,179,615,379,385,13.386,97.365,56.501,100,27.482,9.765,14.41,24,1468
475,416,644,281,568,432,416,28.666,65.082,53.271,100,45.75,16.695,24.608,24,1469
460,476,652,313,466,393,373,72.999,30.159,81.66,98.19,74.455,17.954,20.002,24,1470
437,415,452,344,494,398,418,83.901,15.71,56.658,78.429,65.675,13.346,28.743,24,1471
371,469,525,327,654,403,429,83.981,29.726,74.18,87.838,34.885,12.285,20.395,24,1472
375,485,496,335,666,425,375,77.723,18.19,27.916,77.841,28.977,13.702,35.24,24,1473
471,462,298,366,619,408,410,85.126,22.165,76.066,74.1,28.664,12.206,49.885,24,1474
443,506,271,331,535,362,424,74.179,85.437,67.091,94.412,27.994,32.837,15.157,24,1475
422,446,385,279,615,238,422,38.074,79.927,34.492,100,24.725,95.636,45.044,24,1476
407,468,450,270,614,276,410,28.859,25.002,37.444,100,32.602,94.333,37.089,24,1477
377,436,538,206,543,393,415,83.549,44.215,43.824,100,65.32,38.151,48.784,24,1478
471,408,445,306,566,373,402,67.289,79.609,34.685,100,36.657,30.709,60.516,24,1479
428,406,513,291,552,381,331,75.477,99.922,26.696,100,45.003,20.986,22.444,24,1480
310,361,444,218,347,307,399,87.207,100,25.948,100,76.894,31.301,50.281,24,1481
418,340,435,193,318,344,395,39.727,98.19,17.284,100,84.258,10.553,54.884,24,1482
440,350,499,206,526,348,326,44.965,99.489,34.019,100,62.011,11.103,58.862,24,1483
442,369,501,229,464,346,355,47.209,99.686,36.144,100,67.133,30.279,64.335,24,1484
433,394,467,213,668,313,335,49.846,98.427,41.107,100,29.293,51.5,76.184,24,1485
421,432,453,203,674,406,372,74.848,64.412,34.019,100,28.113,18.387,62.996,24,1486
408,446,514,273,671,367,377,75.832,35.198,42.642,100,42.72,21.183,62.76,24,1487
398,486,363,255,489,401,327,86.265,29.293,24.764,100,31.224,21.617,63.666,24,1488
396,436,509,227,613,363,362,81.266,38.899,31.262,100,38.546,22.208,57.722,24,1489
418,476,473,279,611,372,365,83.826,18.309,33.586,98.938,31.301,45.554,65.715,24,1490
411,502,451,360,633,317,369,82.918,17.953,50.479,88.115,29.926,89.532,64.137,24,1491
421,492,435,329,595,344,309,77.684,20.789,28.781,79.805,26.853,37.915,75.359,24,1492
458,476,468,246,638,327,348,70.361,22.127,30.514,100,27.483,37.443,81.815,24,1493
421,444,451,237,593,348,314,72.171,21.263,26.459,98.505,31.578,11.301,65.714,24,1494
